user_id,email,phone,first_name,last_name,role,created_at
dd83b349-54ad-45cf-af72-ef6bc43978d3,danielle.johnson@lavington.ac.ke,+254795822412,Danielle,Johnson,teacher,2020-01-20 09:00:00
5e5a0f55-01e8-4dfa-befa-fdc1b66fbd55,joshua.walker@lavington.ac.ke,+254724942603,Joshua,Walker,teacher,2020-01-20 09:00:00
7b3c5cb5-9c0e-42f1-a9cc-f46054489b5c,jill.rhodes@lavington.ac.ke,+254713356886,Jill,Rhodes,teacher,2020-01-20 09:00:00
ebdbb78b-eb72-4cf2-b6f3-65f419ee18af,patricia.miller@lavington.ac.ke,+254746913810,Patricia,Miller,teacher,2020-01-20 09:00:00
17b24da8-2057-4cde-bf3a-4e0d25cb91fc,robert.johnson@lavington.ac.ke,+254742868828,Robert,Johnson,teacher,2020-01-20 09:00:00
b6a7aeba-04ef-4d39-8278-9e2c92b44915,jeffery.wagner@lavington.ac.ke,+254739958838,Jeffery,Wagner,teacher,2020-01-20 09:00:00
8e4056f7-aa05-4d38-a17b-101e8c0b1624,anthony.gonzalez@lavington.ac.ke,+254728728463,Anthony,Gonzalez,teacher,2020-01-20 09:00:00
e641c230-a733-4fff-87c3-2c9221ab1673,debra.gardner@lavington.ac.ke,+254723756669,Debra,Gardner,teacher,2020-01-20 09:00:00
a71208b4-6d42-4f28-bb24-f4a46183e0bf,jeffrey.lawrence@lavington.ac.ke,+254783197857,Jeffrey,Lawrence,teacher,2020-01-20 09:00:00
b778ef41-8d43-4f1f-894b-e049d6911e34,lisa.smith@lavington.ac.ke,+254721668732,Lisa,Smith,teacher,2020-01-20 09:00:00
16814b1e-6582-4311-9408-8aa90b62582f,linda.wolfe@lavington.ac.ke,+254789254563,Linda,Wolfe,teacher,2020-01-20 09:00:00
4910ff61-1dc4-4381-84c4-22c2638d5657,matthew.moore@lavington.ac.ke,+254766629388,Matthew,Moore,teacher,2020-01-20 09:00:00
9ab31564-9726-4954-9a38-4afc6830e169,susan.rogers.driver@lavington.ac.ke,+254714265799,Susan,Rogers,driver,2020-02-01 08:00:00
bc7db462-48ed-4ba9-8df0-d26148c837d9,christopher.davis.driver@lavington.ac.ke,+254713999315,Christopher,Davis,driver,2020-02-01 08:00:00
69db9133-b401-429c-89fd-fef21f519e0f,melanie.munoz.driver@lavington.ac.ke,+254722575562,Melanie,Munoz,driver,2020-02-01 08:00:00
cbcda884-cb2f-426c-b54b-ad7bf28876e2,lindsay.blair.driver@lavington.ac.ke,+254739345092,Lindsay,Blair,driver,2020-02-01 08:00:00
8cd054d3-d9e2-40e9-a989-d29e5f65a1c0,amanda.dudley.driver@lavington.ac.ke,+254741227216,Amanda,Dudley,driver,2020-02-01 08:00:00
9ae5f100-db36-47ae-8de8-9b97bad9db29,nicholas.arnold.driver@lavington.ac.ke,+254777827638,Nicholas,Arnold,driver,2020-02-01 08:00:00
d5076b46-f3d0-424d-9f83-ad749a220558,maria.montgomery.driver@lavington.ac.ke,+254790801586,Maria,Montgomery,driver,2020-02-01 08:00:00
674f8113-e477-45d2-9c9b-62477915acc7,michelle.ray.driver@lavington.ac.ke,+254713561597,Michelle,Ray,driver,2020-02-01 08:00:00
660ffb5a-98e2-4f79-8bc3-4daf63783cd0,janet.williams.driver@lavington.ac.ke,+254785329037,Janet,Williams,driver,2020-02-01 08:00:00
6f4f7852-b80f-48ad-a667-61f58235c66d,jeremy.roberts.driver@lavington.ac.ke,+254736687537,Jeremy,Roberts,driver,2020-02-01 08:00:00
d89c4604-297c-404c-ad7f-10e7850af40e,admin@lavington.ac.ke,+254712345678,John,Mwangi,admin,2020-01-10 08:00:00
0a6cd3e0-0a85-4e72-b6fe-249c3b4b436c,christopher.hall.student@lavington.ac.ke,+254797226012,Christopher,Hall,student,2020-01-05 08:00:00
1ad8c372-1440-4dc9-aeba-bf1223722922,cynthia.diaz.student@lavington.ac.ke,+254789089901,Cynthia,Diaz,student,2020-01-05 08:00:00
15a3fd12-3cf8-4d9d-97b5-8b6559480583,jason.adams.student@lavington.ac.ke,+254755667651,Jason,Adams,student,2020-01-05 08:00:00
2049eaf5-e4f3-4b34-81c9-e776ea4f8163,deborah.lynch.student@lavington.ac.ke,+254723718431,Deborah,Lynch,student,2020-01-05 08:00:00
0635a719-04fb-45a9-abfc-9173068e7634,frank.gray.student@lavington.ac.ke,+254756164955,Frank,Gray,student,2020-01-05 08:00:00
08d579d6-ef50-4aa0-aa55-c617b625da4d,angela.cohen.student@lavington.ac.ke,+254781971316,Angela,Cohen,student,2020-01-05 08:00:00
8cf52396-eb4b-47e6-9e47-2f5372973164,jeremy.johnson.student@lavington.ac.ke,+254749349722,Jeremy,Johnson,student,2020-01-05 08:00:00
2c872f50-34e9-4c69-9bfa-1cec69984a7a,jason.hahn.student@lavington.ac.ke,+254719335534,Jason,Hahn,student,2020-01-05 08:00:00
5c15e1b6-ee63-4fd5-b440-22f629daca24,leonard.rios.student@lavington.ac.ke,+254741244663,Leonard,Rios,student,2020-01-05 08:00:00
d0e8d380-d3e4-4a34-8d20-c650e06eb7aa,stephen.baker.student@lavington.ac.ke,+254795320121,Stephen,Baker,student,2020-01-05 08:00:00
12202feb-05db-4cb7-abda-3d3e4516d889,anna.baker.student@lavington.ac.ke,+254738119557,Anna,Baker,student,2020-01-05 08:00:00
d6e388f9-8796-47bb-98d8-d76936bd7f56,reginald.robinson.student@lavington.ac.ke,+254791756179,Reginald,Robinson,student,2020-01-05 08:00:00
ab16901c-9d5d-4b5b-a493-8fc078109e24,william.davis.student@lavington.ac.ke,+254731931511,William,Davis,student,2020-01-05 08:00:00
79b6e4cd-64f9-4c27-8bb6-109571331721,courtney.conner.student@lavington.ac.ke,+254784752529,Courtney,Conner,student,2020-01-05 08:00:00
eb8f945f-1dc1-4fa6-8e6b-a200e8008a5e,patrick.ferrell.student@lavington.ac.ke,+254714308421,Patrick,Ferrell,student,2020-01-05 08:00:00
22b7eb6c-8232-4ab9-9481-a50d9cd5050a,michelle.smith.student@lavington.ac.ke,+254738317637,Michelle,Smith,student,2020-01-05 08:00:00
12f0cdbe-04e5-4196-8a43-359a44395f6c,amanda.adams.student@lavington.ac.ke,+254777005685,Amanda,Adams,student,2020-01-05 08:00:00
68c3f8e1-e709-47b2-b01d-e50b0d2d3ace,ryan.chavez.student@lavington.ac.ke,+254728740864,Ryan,Chavez,student,2020-01-05 08:00:00
379f84ef-2504-47f1-a771-2af1ab6d355f,jose.mason.student@lavington.ac.ke,+254788320463,Jose,Mason,student,2020-01-05 08:00:00
a2c36cd4-8e8e-4447-bd2a-c4b593a4a4e2,monica.evans.student@lavington.ac.ke,+254778387461,Monica,Evans,student,2020-01-05 08:00:00
9e345bc7-ba45-4c53-b264-29386f476a74,chelsea.hernandez.student@lavington.ac.ke,+254730514014,Chelsea,Hernandez,student,2020-01-05 08:00:00
0a376ff2-925a-4fea-ad0a-7f914e02060b,amber.osborne.student@lavington.ac.ke,+254790048665,Amber,Osborne,student,2020-01-05 08:00:00
85406104-8713-49d8-b197-828c51b66fe3,mario.smith.student@lavington.ac.ke,+254772820592,Mario,Smith,student,2020-01-05 08:00:00
2f544a2b-6c44-4815-9500-84156da441d7,marie.parker.student@lavington.ac.ke,+254725374874,Marie,Parker,student,2020-01-05 08:00:00
f0b79aa7-6309-430b-b957-9381b3447bdd,stacey.miller.student@lavington.ac.ke,+254724972279,Stacey,Miller,student,2020-01-05 08:00:00
75fe6789-b483-4735-8771-4225e0ebf201,kathleen.cannon.student@lavington.ac.ke,+254710435578,Kathleen,Cannon,student,2020-01-05 08:00:00
95514837-aae6-4e48-bb30-f3857ce79cee,thomas.pierce.student@lavington.ac.ke,+254793926371,Thomas,Pierce,student,2020-01-05 08:00:00
ec610360-a455-4b05-afea-ab73feea4db9,monique.henderson.student@lavington.ac.ke,+254731682744,Monique,Henderson,student,2020-01-05 08:00:00
92cb59fd-c651-41f7-bebc-3014a83fc4fc,amber.blair.student@lavington.ac.ke,+254775579548,Amber,Blair,student,2020-01-05 08:00:00
fe1b2191-f42b-475d-b07f-14a7b38457ba,larry.carney.student@lavington.ac.ke,+254742138745,Larry,Carney,student,2020-01-05 08:00:00
ad158a01-17b2-4fb5-9a7b-14fa2a8ecdfd,samuel.holmes.student@lavington.ac.ke,+254721496211,Samuel,Holmes,student,2020-01-05 08:00:00
e6306128-5021-4c8d-99bc-0a9e1a62cccb,jeffrey.morgan.student@lavington.ac.ke,+254727232410,Jeffrey,Morgan,student,2020-01-05 08:00:00
b2afcf41-72f4-4daf-9ec9-a8b69755f51a,jeffrey.jones.student@lavington.ac.ke,+254745575298,Jeffrey,Jones,student,2020-01-05 08:00:00
7d64f40c-4b43-49d0-be0f-2671ac733b03,rebecca.heath.student@lavington.ac.ke,+254736998038,Rebecca,Heath,student,2020-01-05 08:00:00
d6150f68-4f3a-408a-a5bb-335081361034,elizabeth.lewis.student@lavington.ac.ke,+254760119651,Elizabeth,Lewis,student,2020-01-05 08:00:00
48ef0de4-a72e-4d9f-b1ed-3b9681b84569,ashley.kennedy.student@lavington.ac.ke,+254740158366,Ashley,Kennedy,student,2020-01-05 08:00:00
606fb1fd-4906-4f21-8e91-9294bbccc47c,james.davis.student@lavington.ac.ke,+254784346088,James,Davis,student,2020-01-05 08:00:00
e4ba7a96-f31d-45ca-b5e1-6d07cbec4d45,rodney.owens.student@lavington.ac.ke,+254794705205,Rodney,Owens,student,2020-01-05 08:00:00
60b99854-6ea8-42d4-adef-74428816d1df,emily.joyce.student@lavington.ac.ke,+254754349361,Emily,Joyce,student,2020-01-05 08:00:00
da70fdf3-7ba6-4240-880d-016518613344,richard.morgan.student@lavington.ac.ke,+254775151231,Richard,Morgan,student,2020-01-05 08:00:00
bbe986c6-ef95-40a4-9968-b597f528cdd1,john.lee.student@lavington.ac.ke,+254787337818,John,Lee,student,2020-01-05 08:00:00
1ca9a793-8e92-43c0-a3e6-8acb456a52a9,robert.ramirez.student@lavington.ac.ke,+254735556386,Robert,Ramirez,student,2020-01-05 08:00:00
2e3ea2b0-2dc3-4da4-9154-50bb5367c6b8,sandra.ramos.student@lavington.ac.ke,+254757553014,Sandra,Ramos,student,2020-01-05 08:00:00
81add3a5-661c-4161-94ef-f62df575f7f3,brent.kidd.student@lavington.ac.ke,+254797705310,Brent,Kidd,student,2020-01-05 08:00:00
a0e392c4-783c-402c-8d04-133b86cf4709,tanya.house.student@lavington.ac.ke,+254755540424,Tanya,House,student,2020-01-05 08:00:00
0d535d57-889f-4e13-a6c0-1b3e89a85a48,gabriel.tucker.student@lavington.ac.ke,+254781979055,Gabriel,Tucker,student,2020-01-05 08:00:00
85883ff5-1a4d-4bad-8400-0eae29233477,richard.brown.student@lavington.ac.ke,+254747385696,Richard,Brown,student,2020-01-05 08:00:00
e71a584f-1265-4df3-a64b-918339d1ae63,tricia.baker.student@lavington.ac.ke,+254783863413,Tricia,Baker,student,2020-01-05 08:00:00
2bb354da-3b28-457b-a7a7-056ae4c094ba,spencer.henderson.student@lavington.ac.ke,+254711980765,Spencer,Henderson,student,2020-01-05 08:00:00
eca5719d-93ac-4a17-819b-a89a6430a0d6,wendy.peters.student@lavington.ac.ke,+254775181648,Wendy,Peters,student,2020-01-05 08:00:00
12a557af-14f8-4d6f-b71b-37d346a9e3da,eric.phillips.student@lavington.ac.ke,+254732097220,Eric,Phillips,student,2020-01-05 08:00:00
3f2fab11-1c53-43a5-a0e6-655311889dd5,beth.daniels.student@lavington.ac.ke,+254771070189,Beth,Daniels,student,2020-01-05 08:00:00
